"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"Ddr1",1.21112137296863e-55,-1.06786687174937,0.171,0.314,3.39089762003758e-51
"Msrb1",1.22886287035978e-55,10.2670575888526,0.342,0.506,3.44057026443332e-51
"Setbp1",1.23962151032461e-55,-0.379666147263107,0.058,0.158,3.47069230460685e-51
"Aup1",1.40483623560462e-55,-2.3637310937898,0.292,0.424,3.93326049244581e-51
"Ufsp2",1.40785219319708e-55,-0.636549791916693,0.155,0.283,3.94170457051317e-51
"Psmd11",1.43384715317746e-55,-16.0738072824761,0.38,0.514,4.01448525946625e-51
"Lnp",1.56121111049893e-55,-0.501629388640303,0.107,0.225,4.37107886717491e-51
"Ppp2r3a",1.62594471580699e-55,-0.400508982508237,0.083,0.196,4.5523200153164e-51
"Picalm",1.64276573659092e-55,-2.11957491164021,0.325,0.484,4.59941550930727e-51
"Eftud2",1.72698905639464e-55,-0.574730666137948,0.126,0.248,4.83522396009373e-51
"Slc44a3",1.76533867000794e-55,-0.93100902633667,0.125,0.248,4.94259520828823e-51
"Mthfd2l",1.80756494562687e-55,-0.897500694568372,0.205,0.339,5.0608203347661e-51
"Itpa",1.85842149091887e-55,-1.52912447841141,0.239,0.361,5.20320849027466e-51
"Mrpl32",1.9739912639402e-55,-3.75015744144737,0.37,0.484,5.52678074077976e-51
"Csnk1g1",2.14164699688207e-55,-0.521709892197187,0.094,0.2,5.99618326187041e-51
"Dlat",2.14306306523956e-55,-0.556519558428831,0.133,0.255,6.00014797005772e-51
"Abhd6",2.1500507000185e-55,-0.460309646852342,0.033,0.116,6.01971194991179e-51
"Tcf20",2.25261176631957e-55,-0.395268973872785,0.051,0.146,6.30686242334154e-51
"Vapa",2.30851440838709e-55,-4.26547071416413,0.651,0.75,6.46337864060218e-51
"Dcaf5",2.57892766674959e-55,-0.365457716646623,0.067,0.168,7.2204816813655e-51
"Snx12",2.77580512847876e-55,-0.682681758263835,0.159,0.284,7.77169919871485e-51
"Pim3",3.04845566413562e-55,-2.32793011939613,0.193,0.321,8.53506616844691e-51
"Gss",3.25545118683038e-55,-2.75400169957781,0.115,0.23,9.11461223288769e-51
"Grpel2",3.42771730985241e-55,-1.03312663842565,0.14,0.259,9.59692292412478e-51
"Rab11fip1",3.68855945547428e-55,-2.8670630923413,0.161,0.301,1.03272287634369e-50
"Amotl2",3.78733530629771e-55,-4.628365101158,0.256,0.386,1.06037813905723e-50
"Zbtb8os",3.83411831920235e-55,-1.08240955318188,0.166,0.29,1.07347644701027e-50
"Nol8",4.41627241834424e-55,-0.375516627564188,0.047,0.14,1.23646795168802e-50
"Camsap2",4.66740593819437e-55,-0.421018859834754,0.085,0.197,1.30678031457566e-50
"Brcc3",5.41710772215472e-55,-0.771152583811408,0.125,0.243,1.51668182004888e-50
"Mkl2",5.6211992648602e-55,-0.578674586380918,0.122,0.243,1.57382337017556e-50
"Hsd17b12",5.69342566480562e-55,-1.40639330093164,0.244,0.378,1.59404531763228e-50
"App",6.24729865497443e-55,9.16984541279611,0.811,0.714,1.74911867741974e-50
"Son",6.25695132842879e-55,-7.24418865734857,0.903,0.93,1.75182123293349e-50
"Trmt6",6.43984025627825e-55,-1.57437174710033,0.082,0.191,1.80302647495279e-50
"Ppm1g",6.92661515061248e-55,-3.3666998244079,0.311,0.427,1.93931370986848e-50
"Pnrc2",7.5624727826852e-55,-6.59308253739274,0.368,0.504,2.1173411296962e-50
"Ercc6l2",7.73076628353532e-55,-0.384949888444324,0.066,0.168,2.16445994406422e-50
"Dhcr24",7.7578689172649e-55,-2.62752581577832,0.077,0.181,2.17204813945583e-50
"Lsm1",7.80482788690198e-55,-0.890924469848021,0.239,0.369,2.18519571177482e-50
"Dcaf12",8.36308035319117e-55,-0.594250676752917,0.148,0.266,2.34149523728646e-50
"Sdhaf1",9.51539215022385e-55,-1.25875289778461,0.218,0.34,2.66411949421967e-50
"Synj2bp",1.03798100578145e-54,-0.937205928776332,0.25,0.383,2.90613921998692e-50
"C2cd4b",1.05847446962918e-54,5.52413198586807,0.119,0.034,2.96351682006777e-50
"Mycbp",1.06347304474702e-54,-1.81803973319449,0.251,0.397,2.97751183068271e-50
"Ncoa7",1.09331695174792e-54,-1.20067720615165,0.122,0.244,3.06106880150382e-50
"Ppp2cb",1.12979929835435e-54,-1.02617157227885,0.214,0.352,3.1632120755325e-50
"Pibf1",1.17606999924229e-54,-0.278567424642933,0.039,0.127,3.29276078387856e-50
"Dpp3",1.1978799570354e-54,-4.68142327273692,0.156,0.282,3.35382430370771e-50
"Mdh2",1.21799837323756e-54,5.42148705766336,0.6,0.685,3.41015184539053e-50
"Nol4l",1.30237987611473e-54,0.493854943897537,0.047,0.142,3.64640317714602e-50
"Pik3r3",1.3196146565633e-54,-0.532833749685634,0.055,0.149,3.69465711544593e-50
"Vcpip1",1.34136815803751e-54,-0.422469370197679,0.087,0.197,3.75556256887342e-50
"Rrp1",1.42426329662978e-54,-3.04325390065202,0.43,0.551,3.98765237790407e-50
"Gtf3c1",1.57038379688104e-54,-0.800352538129773,0.137,0.256,4.39676055450754e-50
"Il13ra1",1.74716130982493e-54,-3.66120411517838,0.065,0.169,4.89170223524784e-50
"Tgs1",1.76083408262447e-54,-0.580461328760962,0.136,0.265,4.92998326453199e-50
"Cdc42se2",1.76454951622707e-54,-1.50394223901918,0.242,0.374,4.94038573553256e-50
"Noc2l",1.83814069890057e-54,-0.841237188132793,0.078,0.181,5.14642632878181e-50
"Ggnbp2",1.86041256626975e-54,-3.06294117626882,0.309,0.444,5.20878310304205e-50
"Sdc1",1.90207854752919e-54,-14.1478038495677,0.506,0.593,5.32543951737224e-50
"Ankrd16",1.9814318534699e-54,-0.353115650585176,0.089,0.201,5.54761290334501e-50
"Scarb2",1.98915516096497e-54,-2.38688667596637,0.325,0.465,5.56923661966971e-50
"Psme2",1.99406281324031e-54,-19.8054681663568,0.536,0.635,5.58297706451023e-50
"Ankfy1",2.02714734486255e-54,-0.560987227593957,0.118,0.235,5.67560713614618e-50
"Sf3b3",2.13436793550001e-54,-0.57751185451416,0.119,0.24,5.97580334581293e-50
"Ino80d",2.17509619498051e-54,-0.736451185817619,0.191,0.321,6.08983432670644e-50
"Copb2",2.24977089910477e-54,-1.793291600601,0.257,0.4,6.29890856331354e-50
"Pmf1",2.32702667758419e-54,-4.88580513769219,0.14,0.255,6.51520929190022e-50
"Pgd",2.87166607301337e-54,-12.3070396395121,0.281,0.406,8.04009067122285e-50
"Ammecr1l",2.91861754645409e-54,-0.61681409320664,0.159,0.289,8.17154540656215e-50
"Grhl2",2.98175941847012e-54,-0.449441802133902,0.045,0.138,8.34833001983265e-50
"Atp6v1a",2.99793741203662e-54,-1.8401142610292,0.308,0.445,8.39362516622014e-50
"Arhgap12",3.11837619898798e-54,-0.417883062236785,0.078,0.185,8.73082968192654e-50
"Yes1",3.25261554400707e-54,-0.537057685801119,0.15,0.278,9.10667300011099e-50
"Slc25a51",3.29325602132588e-54,0.30115161293314,0.351,0.477,9.22045820850821e-50
"Nxt1",3.37099699237056e-54,4.38958548114404,0.18,0.304,9.43811737923911e-50
"Esrp2",3.40043702158781e-54,-0.578485114490165,0.077,0.181,9.52054357304156e-50
"Ttc9",3.6123093378372e-54,-0.552934193877892,0.05,0.145,1.01137436840766e-49
"Rpp25l",3.66564448379743e-54,-0.972047014460071,0.235,0.36,1.0263071425736e-49
"Hnrnph1",3.72900065110907e-54,-10.0025098221037,0.563,0.667,1.04404560229752e-49
"Uso1",3.77061258562482e-54,-0.820956472630864,0.181,0.305,1.05569611172324e-49
"Rfwd3",3.77153969592778e-54,-0.482386061494679,0.044,0.134,1.05595568406586e-49
"Timm17b",3.90440292878259e-54,-4.29299637460008,0.306,0.448,1.09315473200055e-49
"Jade1",3.99835561728909e-54,-0.538209981842066,0.082,0.194,1.1194596057286e-49
"Ssbp4",4.21548469854728e-54,2.34685015601862,0.273,0.426,1.18025140589927e-49
"Gnai3",4.37391691220745e-54,-1.08002139098688,0.242,0.381,1.22460925707984e-49
"Arhgap11a",4.38053059590562e-54,-1.51080544275945,0.027,0.105,1.22646095624165e-49
"Akr7a5",4.68989450565606e-54,9.28258644687949,0.25,0.377,1.31307666369358e-49
"4930453N24Rik",5.50165596821091e-54,-0.624791809908313,0.189,0.323,1.54035363797969e-49
"Ift74",5.83804396893904e-54,-1.30966046104516,0.1,0.219,1.63453555042355e-49
"Chchd3",5.98483971098587e-54,-1.16880749133291,0.346,0.468,1.67563542228182e-49
"Lrrc16a",6.42827807131585e-54,-0.592216188969963,0.122,0.236,1.79978929440701e-49
"Rpl35",6.53410627935171e-54,-197.42874066977,0.984,0.99,1.82941907609289e-49
"Znrf1",6.60182550875019e-54,-0.704384487208841,0.254,0.395,1.84837910593988e-49
"Glg1",6.81880199613932e-54,-0.623615418901458,0.223,0.361,1.90912818287909e-49
"Mrps34",7.94437033763601e-54,-2.45637676280854,0.332,0.452,2.22426480713133e-49
"Hmgb2",8.16411823746991e-54,-29.7735686589909,0.529,0.643,2.28578982412683e-49
"Fopnl",8.32673308598215e-54,-0.354867188114061,0.202,0.333,2.33131872941328e-49
"Mpnd",9.10661250446961e-54,-0.821972600181335,0.263,0.402,2.5496693690014e-49
"Vopp1",9.13565899258254e-54,-0.427517187429175,0.057,0.153,2.55780180474326e-49
"Tnk1",9.33203471022741e-54,-0.427451682834325,0.049,0.141,2.61278307816947e-49
"Dclre1a",1.22975793913417e-53,-0.283435008651282,0.031,0.111,3.44307627798786e-49
"Kdf1",1.23063681482194e-53,-0.488784974040068,0.069,0.168,3.44553695413846e-49
"Ralgapa2",1.35038340368693e-53,-0.615187043892698,0.106,0.221,3.78080345364267e-49
"Vkorc1l1",1.3614639328528e-53,-0.644914102748555,0.112,0.227,3.81182671920128e-49
"Eapp",1.58527563359298e-53,-0.825452656375688,0.275,0.413,4.43845471893363e-49
"Sdhb",1.64228997268667e-53,-8.59109972965251,0.519,0.648,4.59808346552815e-49
"Rcor3",1.65425624411722e-53,-0.425544337824716,0.113,0.233,4.6315866322794e-49
"Proser1",1.70005445588278e-53,-0.654164097094563,0.161,0.287,4.75981246558059e-49
"Babam1",1.84624212985571e-53,-1.48848321433344,0.242,0.38,5.16910871517e-49
"Nsrp1",1.86201496723465e-53,-0.434652178638551,0.232,0.37,5.21326950526359e-49
"Cdyl",2.10986384397179e-53,-0.991859948977501,0.101,0.214,5.90719679035222e-49
"Cntrl",2.13750710769468e-53,-0.586388856920839,0.096,0.208,5.98459240012356e-49
"Thyn1",2.13790496789515e-53,-0.803179245255437,0.156,0.28,5.98570632911283e-49
"Ino80",2.26016331526393e-53,-0.320515756049152,0.067,0.168,6.32800525007596e-49
"Cbll1",2.27385064025618e-53,-0.346775620167113,0.069,0.171,6.36632702258925e-49
"Mtf2",2.30900760910425e-53,-0.571378695352285,0.145,0.271,6.46475950397007e-49
"Prim1",2.3112762511706e-53,-1.68081364588855,0.044,0.132,6.47111124802746e-49
"Tmx3",2.34720251265927e-53,-0.627137886853322,0.162,0.293,6.57169759494343e-49
"Zfp329",2.40653235630799e-53,-0.516691512454087,0.137,0.259,6.73780929119112e-49
"H19",2.42905477720289e-53,-118.272668234813,0.029,0.108,6.80086756521264e-49
"Nsun2",2.43418961099093e-53,-0.611854976161963,0.128,0.245,6.81524407285242e-49
"Polr2e",2.55169406653174e-53,-8.29637748229338,0.486,0.592,7.14423304747556e-49
"Psmc6",2.62941895222528e-53,-14.9362034549928,0.331,0.47,7.36184718244034e-49
"Echdc2",2.69302429469899e-53,-1.01554520979061,0.127,0.239,7.53992942029823e-49
"Sub1",2.96096197444472e-53,17.3433564091839,0.892,0.939,8.29010133605033e-49
"Gal3st1",3.09531424031794e-53,-0.405178813702427,0.051,0.143,8.66626081004218e-49
"Hdc",3.28250816770028e-53,11.3469835734667,0.148,0.054,9.19036636792723e-49
"Dhrs4",3.70242361640102e-53,-1.30094650236229,0.176,0.301,1.03660456411996e-48
"Cct8",3.72951495488944e-53,-5.78988923016925,0.379,0.511,1.04418959706994e-48
"Csnk1e",3.82079274326474e-53,-0.835144389215391,0.294,0.446,1.06974555225926e-48
"Anapc11",3.979258459901e-53,-8.51798098551855,0.581,0.695,1.11411278360308e-48
"Tln2",4.59194855196683e-53,-0.467875674464314,0.074,0.174,1.28565375557967e-48
"Atp1b3",4.70015920135429e-53,-5.13732927440061,0.361,0.512,1.31595057319517e-48
"Micu1",4.75867802102347e-53,-0.758701711133433,0.159,0.28,1.33233467232615e-48
"Tet2",4.82016768864222e-53,-0.513710822167962,0.113,0.225,1.34955054946605e-48
"Fnbp4",4.82593592102823e-53,-0.445069751153882,0.106,0.219,1.35116553916948e-48
"Tmem5",4.91103158176537e-53,-4.39994863179097,0.271,0.414,1.37499062226267e-48
"Pbxip1",5.0459653118867e-53,-1.39305647324937,0.282,0.412,1.41276936802204e-48
"D10Wsu102e",5.10067993697087e-53,-0.349557630042765,0.046,0.134,1.4280883687531e-48
"Atp5k",5.41915665369824e-53,-44.6743545714038,0.808,0.866,1.51725547990243e-48
"Noct",6.18237499767709e-53,-0.564745600134518,0.055,0.147,1.73094135184963e-48
"Mnat1",6.29893612342019e-53,-0.612585180978089,0.229,0.369,1.76357613583519e-48
"Spen",6.32599214177455e-53,-0.417602694248015,0.083,0.191,1.77115127985404e-48
"Wrn",7.02642141561657e-53,-0.25983197951817,0.039,0.126,1.96725746794433e-48
"Nabp2",7.22181941554971e-53,-1.3401539482233,0.272,0.402,2.02196499996561e-48
"Ptrh1",7.47682859603206e-53,-0.295741368226678,0.029,0.105,2.09336247031706e-48
"Nans",8.06920798457462e-53,-2.32241572068437,0.232,0.365,2.2592168515212e-48
"Htt",8.39123449034794e-53,-0.472365022980356,0.102,0.215,2.34937783260762e-48
"Pla2g12a",8.49684675903225e-53,-0.828626078158796,0.163,0.286,2.37894715559385e-48
"Tbc1d2",9.17906412027306e-53,-0.28587116785863,0.025,0.101,2.56995437239405e-48
"Glyr1",9.31227027492635e-53,-0.817601879966269,0.203,0.331,2.60724943157388e-48
"Dcxr",1.02001217234224e-52,24.4845434430668,0.382,0.272,2.8558300801238e-48
"Muc4",1.0846482182717e-52,-1.10798222544624,0.033,0.11,3.03679808151711e-48
"Ric1",1.08500976876956e-52,-0.49049188551877,0.081,0.185,3.03781035060101e-48
"Lamp2",1.11663365847578e-52,-5.02376394770188,0.53,0.655,3.1263509170005e-48
"Slc16a12",1.2230148990707e-52,-0.323752076476169,0.03,0.109,3.42419711441816e-48
"Foxj3",1.29897895104619e-52,-0.414385262118647,0.096,0.206,3.63688126713912e-48
"Phtf1",1.3697968226824e-52,1.79719802901221,0.09,0.204,3.8351571441462e-48
"Zbed3",1.47771066325348e-52,-0.869762817906763,0.16,0.287,4.13729431497711e-48
"Lama3",1.60992209291219e-52,-1.86201585585061,0.143,0.271,4.50745987573555e-48
"Sh3glb2",1.62755031740294e-52,-1.03552424632016,0.189,0.317,4.55681537866476e-48
"Trrap",1.68832160215832e-52,-0.497915600085213,0.132,0.247,4.72696282172286e-48
"Tuba1c",1.92362048369378e-52,-50.4653747282607,0.201,0.336,5.38575263024583e-48
"Kansl1l",1.95438224102038e-52,-0.460566082895602,0.095,0.205,5.47187939840887e-48
"Ppp2r5c",1.98317276955281e-52,-0.527621551273242,0.158,0.284,5.55248712019395e-48
"Nom1",2.03026469766152e-52,-0.416228363051616,0.102,0.213,5.68433510051272e-48
"Akap5",2.07958345336418e-52,-1.12519685698798,0.2,0.34,5.82241775272904e-48
"Mphosph10",2.30790936949072e-52,-0.585412724849647,0.123,0.241,6.46168465270011e-48
"Mknk2",2.33627469460061e-52,-0.668496931047438,0.198,0.328,6.54110188994279e-48
"Nipsnap1",2.35566298867236e-52,-0.683017263467002,0.072,0.172,6.59538523568488e-48
"Urah",2.43155885191686e-52,-1.21016664343095,0.093,0.203,6.80787847359681e-48
"Ddx23",2.43429113834967e-52,-0.506685669387911,0.032,0.113,6.8155283291514e-48
"Vnn1",2.52614719731496e-52,-8.64205044759443,0.099,0.209,7.07270692304242e-48
"Commd4",2.61174091090748e-52,-3.35139353710873,0.285,0.41,7.31235220235875e-48
"Ube2n",2.67976020768433e-52,-4.89138483816376,0.581,0.682,7.50279262947458e-48
"Tmtc3",2.68598056286428e-52,-0.358347784846154,0.072,0.174,7.52020837990742e-48
"Wbp1l",2.76110778464294e-52,-1.00411928316226,0.164,0.287,7.73054957544331e-48
"Ewsr1",2.7857274563943e-52,-3.31725527292127,0.489,0.606,7.79947973241275e-48
"Ccna2",2.8075649852545e-52,-11.2578827233422,0.029,0.109,7.86062044571554e-48
"Spcs2",2.86065513970683e-52,-28.7269894023479,0.662,0.717,8.00926226015119e-48
"Ing2",2.98294715234728e-52,-0.697464183877722,0.226,0.361,8.35165543714192e-48
"Lman2",3.04478717666356e-52,-7.41134625222205,0.4,0.523,8.52479513722264e-48
"Cct3",3.18376657172729e-52,-13.7574681927751,0.371,0.499,8.91390964752207e-48
"Pdlim3",3.45959115437727e-52,9.61057122345416,0.224,0.294,9.68616331402549e-48
"Spc25",3.52218295517744e-52,-3.09297636189944,0.032,0.115,9.8614078379058e-48
"Sash1",4.12730205340358e-52,-0.619517128264656,0.132,0.256,1.15556202891193e-47
"Atp9a",5.08608705182746e-52,-1.77725760922698,0.171,0.281,1.42400265277065e-47
"Plk4",5.15808309789028e-52,-0.678237272050219,0.041,0.126,1.44416010574732e-47
"Sos1",5.16118506324783e-52,-0.364627409715,0.06,0.156,1.44502859400813e-47
"Vat1",5.80592553579047e-52,-0.388229625566029,0.198,0.341,1.62554303151061e-47
"Hspa8",6.51676108938642e-52,-315.921397516488,0.917,0.948,1.82456276980641e-47
"Ddx10",6.9391082017375e-52,-0.425033190854393,0.075,0.179,1.94281151432246e-47
"Rasl11a",6.9708783090509e-52,20.1339107767529,0.318,0.189,1.95170650896807e-47
"Pno1",7.1249847042265e-52,-0.835190519557992,0.127,0.242,1.99485321748934e-47
"Rnf219",7.26653976995145e-52,-0.300663892958448,0.042,0.129,2.03448580479101e-47
"Sec16a",7.37897940567832e-52,-0.474840018703586,0.1,0.207,2.06596665400182e-47
"Anp32a",7.63716799286568e-52,-10.3029711378732,0.693,0.764,2.13825429464253e-47
"Cdkl2",8.13185270886386e-52,-0.361047616817077,0.035,0.119,2.2767561214277e-47
"Rab22a",8.36210948070628e-52,-0.650373770445323,0.211,0.342,2.34122341240815e-47
"Scd2",8.94699157335534e-52,21.2960969582138,0.547,0.433,2.50497870070803e-47
"Polr3f",9.00879510415615e-52,-0.32753683876842,0.072,0.175,2.52228245326164e-47
"Ofd1",9.96417385149831e-52,-0.384795147485801,0.06,0.154,2.7897693949425e-47
"Fbxw11",1.00219700336482e-51,-0.523388191280593,0.135,0.256,2.80595117002083e-47
"Sephs2",1.11307981584331e-51,-1.49841174571258,0.17,0.291,3.11640086839811e-47
"Kctd5",1.16381295751282e-51,-0.448643340216344,0.132,0.256,3.2584435184444e-47
"Gtf2e2",1.26305811503149e-51,-0.453521284575061,0.179,0.314,3.53631011046517e-47
"Mex3a",1.54808090541078e-51,-0.528611819377659,0.087,0.197,4.33431691896911e-47
"Map2k7",1.57125145982416e-51,-0.465629571615947,0.114,0.228,4.39918983721568e-47
"Ddi2",1.61914388815647e-51,-0.502872501046327,0.127,0.241,4.53327905806047e-47
"Rab11fip5",1.63431941254319e-51,-0.374927696543222,0.05,0.141,4.57576749123841e-47
"Arid2",1.6685134215079e-51,-0.926509921315397,0.214,0.338,4.67150387753783e-47
"Tfam",1.72902653442404e-51,-0.774399976621304,0.153,0.269,4.84092849108042e-47
"Ccnl2",1.90436682622554e-51,-2.35415925731169,0.356,0.477,5.33184624006628e-47
"Akt1s1",2.03912048772705e-51,-1.06454040879962,0.25,0.378,5.70912954153819e-47
"Cfap36",2.37616799984735e-51,44.3854983555779,0.229,0.376,6.65279516597261e-47
"Ctr9",2.44759675686421e-51,-0.50353300446412,0.128,0.248,6.8527813998684e-47
"l7Rn6",2.56003430138202e-51,-2.17792045197894,0.24,0.376,7.16758403700937e-47
"Pcbd2",2.73197212144011e-51,-2.00073494432395,0.29,0.421,7.64897554560802e-47
"Mbtd1",3.22496514737099e-51,-0.865384261618724,0.175,0.299,9.02925741960931e-47
"Ly6a",3.3067462442389e-51,-63.2652850328369,0.136,0.262,9.25822813462008e-47
"Bicd2",3.42147267530169e-51,-0.792912286879187,0.137,0.26,9.57943919630967e-47
"Dnajc21",3.5330614374258e-51,-0.580947700454813,0.117,0.224,9.89186541250475e-47
"Sptlc1",3.61744185154162e-51,-0.554292875814551,0.142,0.255,1.01281136959462e-46
"Nsmce2",3.66980601789407e-51,-2.33626845225644,0.194,0.311,1.02747228888998e-46
"Polk",3.82123459170751e-51,-0.392774033198069,0.037,0.12,1.06986926098627e-46
"Prc1",4.11628087991606e-51,-16.4990760781366,0.039,0.116,1.1524763207589e-46
"Exosc1",4.36001024473708e-51,-0.782300358484603,0.171,0.299,1.22071566832149e-46
"Mrpl45",4.38987589094846e-51,-0.731112224512144,0.128,0.241,1.22907745194775e-46
"Ap3d1",4.46017181247741e-51,-0.550129784677947,0.119,0.232,1.24875890405743e-46
"4930523C07Rik",4.56712517560536e-51,-0.921728486271565,0.502,0.649,1.27870370666599e-46
"Abhd13",4.94526805955096e-51,-0.500910833149893,0.106,0.216,1.38457615131308e-46
"Mis12",5.48235385056882e-51,-0.38536582607646,0.064,0.161,1.53494943108226e-46
"Anpep",5.73511843433745e-51,0.336272741225816,0.1,0.025,1.6057184592458e-46
"Usp8",5.7719055824682e-51,-0.747207791927676,0.222,0.365,1.61601812497945e-46
"Sorl1",6.09103337241992e-51,-0.922162803449989,0.192,0.321,1.70536752361013e-46
"Krba1",6.31638107245761e-51,-0.314796061719147,0.044,0.131,1.76846037266668e-46
"Trak2",6.52777136236605e-51,-0.311597644191562,0.062,0.158,1.82764542603525e-46
"Id3",7.32241613197626e-51,-38.9265739106385,0.726,0.806,2.05013006863071e-46
"Ddx1",7.50628863820178e-51,-1.10107146560975,0.202,0.337,2.10161069292374e-46
"Magoh",7.5707861664949e-51,-13.6993394653998,0.47,0.564,2.11966871089524e-46
"Clic5",7.65040948400418e-51,1.93778930961954,0.245,0.39,2.14196164733149e-46
"Chfr",7.79713869918719e-51,-0.456886893438802,0.122,0.24,2.18304289299843e-46
"Tox4",8.13540874002126e-51,-0.509261506335671,0.16,0.281,2.27775173903115e-46
"Erich2",8.33895750207266e-51,6.32701940352724,0.039,0.111,2.3347413214303e-46
"Pptc7",9.1524001694404e-51,-0.834557448461043,0.112,0.222,2.56248899943992e-46
"Ttf1",1.02873476834712e-50,7.00907578073171,0.073,0.177,2.88025160441826e-46
"A830080D01Rik",1.08866365728279e-50,-0.349572411035543,0.063,0.161,3.04804050766036e-46
"Arhgap35",1.15324961134064e-50,-0.541576297605245,0.118,0.235,3.22886826183151e-46
"Tmem30b",1.28307119773136e-50,-0.357024800792465,0.05,0.141,3.59234273940825e-46
"Fbxw2",1.35797184181714e-50,-0.942460932443245,0.361,0.507,3.80204956271963e-46
"Odf2l",1.37410805484137e-50,-0.308149881753121,0.055,0.149,3.84722773194488e-46
"Larp1b",1.37641275979017e-50,-0.562326165375869,0.094,0.205,3.85368044486051e-46
"Rab5a",1.52605705669413e-50,-1.17830603309632,0.387,0.527,4.27265454733222e-46
"Ptbp2",1.6003342647921e-50,-0.43271898931109,0.115,0.226,4.48061587456493e-46
"Mrpl3",1.63157009171038e-50,-0.801874398983274,0.162,0.279,4.56806994277071e-46
"Copz1",1.70031554969552e-50,-3.12875126013535,0.39,0.515,4.76054347603752e-46
